Date,Country,Confirmed,Recovered,Deaths,Cases
2020-05-13,France,178184,58786,27077,264047
2020-05-13,Germany,174098,148700,7861,330659
2020-05-13,US,1390406,243430,84119,1717955
2020-05-13,United Kingdom,230985,1032,33264,265281
2020-05-14,Canada,74781,36104,5592,116477
2020-05-14,China,84029,79261,4637,167927
2020-05-14,France,178994,59719,27428,266141
2020-05-14,Germany,174478,150300,7884,332662
2020-05-14,US,1417774,246414,85898,1750086
2020-05-14,United Kingdom,234440,1043,33693,269176
2020-05-15,Canada,75959,36908,5679,118546
2020-05-15,China,84038,79281,4637,167956
2020-05-15,France,179630,60562,27532,267724
2020-05-15,Germany,175233,151597,7897,334727
2020-05-15,US,1442824,250747,87530,1781101
2020-05-15,United Kingdom,238004,1047,34078,273129
2020-05-16,Canada,77206,37832,5800,120838
2020-05-16,China,84044,79293,4638,167975
2020-05-16,France,179630,60562,27532,267724
2020-05-16,Germany,175752,152600,7938,336290
2020-05-16,US,1467820,268376,88754,1824950
2020-05-16,United Kingdom,241461,1058,34546,277065
2020-05-17,Canada,78332,38563,5903,122798
2020-05-17,China,84054,79306,4638,167998
2020-05-17,France,179693,61327,28111,269131
2020-05-17,Germany,176369,154011,7962,338342
2020-05-17,US,1486757,272265,89562,1848584
2020-05-17,United Kingdom,244995,1058,34716,280769
2020-05-18,Canada,79411,39251,5960,124622
2020-05-18,China,84063,79310,4638,168011
2020-05-18,France,180051,61843,28242,270136
2020-05-18,Germany,176551,155041,8003,339595
2020-05-18,US,1508308,283178,90347,1881833
2020-05-18,United Kingdom,247709,1090,34876,283675
2020-05-19,Canada,80493,40069,6028,126590
2020-05-19,China,84063,79310,4638,168011
2020-05-19,France,180933,62678,28025,271636
2020-05-19,Germany,177778,155681,8081,341540
2020-05-19,US,1528568,289392,91921,1909881
2020-05-19,United Kingdom,250138,1099,35422,286659
2020-05-20,Canada,81575,40793,6150,128518
2020-05-20,China,84063,79310,4638,168011
2020-05-20,France,181700,63472,28135,273307
2020-05-20,Germany,178473,156966,8144,343583
2020-05-20,US,1551853,294312,93439,1939604
2020-05-20,United Kingdom,249619,1116,35786,286521
2020-05-21,Canada,82742,41731,6267,130740
2020-05-21,China,84063,79310,4638,168011
2020-05-21,France,181951,63976,28218,274145
2020-05-21,Germany,179021,158087,8203,345311
2020-05-21,US,1577147,298418,94702,1970267
2020-05-21,United Kingdom,252246,1134,36124,289504
2020-05-22,Canada,83947,42608,6360,132915
2020-05-22,China,84081,79332,4638,168051
2020-05-22,France,182354,64327,28292,274973
2020-05-22,Germany,179710,159064,8228,347002
2020-05-22,US,1600937,350135,95978,2047050
2020-05-22,United Kingdom,255544,1142,36475,293161
2020-05-23,Canada,85151,43318,6466,134935
2020-05-23,China,84084,79335,4638,168057
2020-05-23,France,182694,64665,28335,275694
2020-05-23,Germany,179986,159716,8261,347963
2020-05-23,US,1622612,361239,97086,2080937
2020-05-23,United Kingdom,258504,1149,36757,296410
2020-05-24,Canada,86106,43998,6534,136638
2020-05-24,China,84095,79343,4638,168076
2020-05-24,France,182709,64735,28370,275814
2020-05-24,Germany,180328,160281,8283,348892
2020-05-24,US,1643246,366736,97719,2107701
2020-05-24,United Kingdom,260916,1151,36875,298942
2020-05-25,Canada,87119,44651,6655,138425
2020-05-25,China,84102,79352,4638,168092
2020-05-25,France,183067,65317,28460,276844
2020-05-25,Germany,180600,161199,8309,350108
2020-05-25,US,1662302,379157,98219,2139678
2020-05-25,United Kingdom,262547,1161,36996,300704
2020-05-26,Canada,88090,45352,6753,140195
2020-05-26,China,84103,79358,4638,168099
2020-05-26,France,182847,65997,28533,277377
2020-05-26,Germany,181200,161967,8372,351539
2020-05-26,US,1680913,384902,98912,2164727
2020-05-26,United Kingdom,266599,1161,37130,304890
2020-05-27,Canada,88989,46248,6876,142113
2020-05-27,China,84106,79367,4638,168111
2020-05-27,France,183038,66702,28599,278339
2020-05-27,Germany,181524,162820,8428,352772
2020-05-27,US,1699176,391508,100417,2191101
2020-05-27,United Kingdom,268619,1166,37542,307327
2020-05-28,Canada,89976,46961,6982,143919
2020-05-28,China,84106,79371,4638,168115
2020-05-28,France,186364,67309,28665,282338
2020-05-28,Germany,182196,163360,8470,354026
2020-05-28,US,1721753,399991,101616,2223360
2020-05-28,United Kingdom,270508,1167,37919,309594
2020-05-29,Canada,90909,47905,7063,145877
2020-05-29,China,84123,79382,4638,168143
2020-05-29,France,186923,67921,28717,283561
2020-05-29,Germany,182922,164245,8504,355671
2020-05-29,US,1746019,406446,102809,2255274
2020-05-29,United Kingdom,272607,1172,38243,312022
2020-05-30,Canada,91681,48517,7159,147357
2020-05-30,China,84128,79386,4638,168152
2020-05-30,France,188752,68386,28774,285912
2020-05-30,Germany,183189,164908,8530,356627
2020-05-30,US,1770165,416461,103776,2290402
2020-05-30,United Kingdom,274219,1187,38458,313864
2020-05-31,Canada,92479,49213,7374,149066
2020-05-31,China,84146,79389,4638,168173
2020-05-31,France,189009,68473,28805,286287
2020-05-31,Germany,183410,165352,8540,357302
2020-05-31,US,1790172,444758,104381,2339311
2020-05-31,United Kingdom,276156,1190,38571,315917
